timestamp,node_id,location,elevation,SO2,H2S,Temp_C,Humidity_pct,RSSI_dBm,SNR_dB,ack_success,hour_sin,hour_cos
2026-05-14 11:00:26,2,"7°09'59.92""S 107°24'13.14""E",2192.38,19.069164,16.909624,20.856987,86.8196,-59.548813,11.06361,True,0.25699223673219473,-0.9664134675486387
2026-05-14 11:00:28,1,"7°10'00.64""S 107°24'04.92""E",2201.98,396.3817,138.95644,19.353273,84.48559,-74.83148,9.357231,True,0.2568516748732819,-0.9664508353324497
2026-05-14 11:00:30,2,"7°09'59.92""S 107°24'13.14""E",2192.38,21.614462,17.166527,21.205925,80.27245,-79.04247,11.030541,True,0.25671110758093196,-0.966488182671972
2026-05-14 11:00:32,1,"7°10'00.64""S 107°24'04.92""E",2201.98,358.4522,133.5183,18.369225,78.48415,-73.790886,10.727844,True,0.2565705348581189,-0.9665255095664153
2026-05-14 11:00:34,2,"7°09'59.92""S 107°24'13.14""E",2192.38,18.368755,16.091934,22.138771,70.57764,-71.91744,11.487324,True,0.25642995670781604,-0.9665628160149901
2026-05-14 11:00:36,1,"7°10'00.64""S 107°24'04.92""E",2201.98,401.311,133.50993,20.22854,76.72755,-71.05906,10.057288,True,0.25628937313299704,-0.9666001020169072
2026-05-14 11:00:38,2,"7°09'59.92""S 107°24'13.14""E",2192.38,17.625757,15.087098,20.025684,76.92815,-64.216515,11.754858,True,0.25614878413663544,-0.966637367571378
2026-05-14 11:00:40,1,"7°10'00.64""S 107°24'04.92""E",2201.98,468.95703,124.11558,19.041119,86.094376,-79.304016,9.47526,True,0.25600818972170564,-0.966674612677614
2026-05-14 11:00:42,2,"7°09'59.92""S 107°24'13.14""E",2192.38,17.271624,14.596287,20.894463,86.14794,-74.950455,11.113598,True,0.2558675898911823,-0.9667118373348274
2026-05-14 11:00:44,1,"7°10'00.64""S 107°24'04.92""E",2201.98,401.3024,158.29546,21.368305,91.91282,-62.598236,10.806128,True,0.2557269846480391,-0.9667490415422306
2026-05-14 11:00:46,2,"7°09'59.92""S 107°24'13.14""E",2192.38,18.494984,16.43963,23.147963,77.75364,-74.77502,12.729765,True,0.2555863739952505,-0.9667862252990368
2026-05-14 11:00:48,1,"7°10'00.64""S 107°24'04.92""E",2201.98,380.24377,150.66615,19.785734,72.20748,-70.12026,9.30242,True,0.25544575793579055,-0.9668233886044594
2026-05-14 11:00:50,2,"7°09'59.92""S 107°24'13.14""E",2192.38,16.543613,15.421062,21.566067,79.490555,-75.74049,10.679411,True,0.25530513647263425,-0.9668605314577121
2026-05-14 11:00:52,1,"7°10'00.64""S 107°24'04.92""E",2201.98,404.68472,144.29169,21.54957,73.83072,-68.951225,9.698077,True,0.2551645096087567,-0.9668976538580093
2026-05-14 11:00:54,2,"7°09'59.92""S 107°24'13.14""E",2192.38,14.947349,16.102346,21.86077,79.47,-69.503525,12.189863,True,0.25502387734713233,-0.9669347558045656
2026-05-14 11:00:56,1,"7°10'00.64""S 107°24'04.92""E",2201.98,376.26636,123.13949,18.9652,81.550026,-80.11487,10.176771,True,0.25488323969073606,-0.9669718372965961
2026-05-14 11:00:58,2,"7°09'59.92""S 107°24'13.14""E",2192.38,15.203389,15.998154,22.734463,75.18684,-79.55755,11.497093,True,0.2547425966425425,-0.9670088983333167
2026-05-14 11:01:00,1,"7°10'00.64""S 107°24'04.92""E",2201.98,370.78467,140.00742,19.277424,98.75161,-63.482098,10.904175,True,0.2546019482055273,-0.9670459389139432
2026-05-14 11:01:02,2,"7°09'59.92""S 107°24'13.14""E",2192.38,15.214287,17.309332,24.335712,74.026764,-68.02599,11.300891,True,0.254461294382666,-0.9670829590376919
2026-05-14 11:01:04,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.21204,149.56252,19.357016,82.33887,-68.639084,10.601393,True,0.25432063517693376,-0.9671199587037799
2026-05-14 11:01:06,2,"7°09'59.92""S 107°24'13.14""E",2192.38,17.11692,16.701914,22.11527,73.22533,-69.8355,12.130305,True,0.254179970591306,-0.9671569379114244
2026-05-14 11:01:08,1,"7°10'00.64""S 107°24'04.92""E",2201.98,399.8255,134.11102,20.842098,84.573425,-70.71002,8.709461,True,0.25403930062875785,-0.9671938966598432
2026-05-14 11:01:10,2,"7°09'59.92""S 107°24'13.14""E",2192.38,16.856417,18.288095,23.392136,82.60556,-59.915993,12.418449,True,0.25389862529226553,-0.9672308349482546
2026-05-14 11:01:12,1,"7°10'00.64""S 107°24'04.92""E",2201.98,429.9882,154.98276,18.136532,91.52868,-78.86643,9.174869,True,0.25375794458480533,-0.9672677527758768
2026-05-14 11:01:14,2,"7°09'59.92""S 107°24'13.14""E",2192.38,17.072756,16.083687,24.189028,85.78209,-68.92095,11.809545,True,0.25361725850935274,-0.9673046501419292
2026-05-14 11:01:16,1,"7°10'00.64""S 107°24'04.92""E",2201.98,364.17386,136.21852,18.175243,90.84393,-76.250404,10.338715,True,0.2534765670688839,-0.9673415270456311
2026-05-14 11:01:18,2,"7°09'59.92""S 107°24'13.14""E",2192.38,15.135074,18.501143,18.319231,85.60476,-79.07843,10.972056,True,0.25333587026637444,-0.9673783834862028
2026-05-14 11:01:20,1,"7°10'00.64""S 107°24'04.92""E",2201.98,387.97137,137.09895,22.831121,77.74198,-78.90113,10.754337,True,0.2531951681048012,-0.9674152194628641
2026-05-14 11:01:22,2,"7°09'59.92""S 107°24'13.14""E",2192.38,13.301263,18.687513,23.3282,79.75969,-81.05986,11.138136,True,0.25305446058714137,-0.9674520349748358
2026-05-14 11:01:24,1,"7°10'00.64""S 107°24'04.92""E",2201.98,370.74045,135.6939,21.87303,89.980064,-65.003654,10.710208,True,0.2529137477163699,-0.9674888300213396
2026-05-14 11:01:26,2,"7°09'59.92""S 107°24'13.14""E",2192.38,12.6264515,17.734413,20.851196,63.90799,-77.6779,9.677321,True,0.25277302949546493,-0.9675256046015965
2026-05-14 11:01:28,1,"7°10'00.64""S 107°24'04.92""E",2201.98,346.1851,141.38837,22.176243,87.3716,-73.84825,10.534081,True,0.25263230592740166,-0.9675623587148292
2026-05-14 11:01:30,2,"7°09'59.92""S 107°24'13.14""E",2192.38,14.771247,14.611055,19.94208,85.89449,-65.90703,10.75776,True,0.2524915770151582,-0.9675990923602598
2026-05-14 11:01:32,1,"7°10'00.64""S 107°24'04.92""E",2201.98,428.43863,166.7596,18.317198,92.59062,-70.81108,10.980365,True,0.2523508427617106,-0.9676358055371114
2026-05-14 11:01:34,2,"7°09'59.92""S 107°24'13.14""E",2192.38,14.025905,17.745192,22.22296,74.87847,-84.35367,12.3789625,True,0.2522101031700365,-0.9676724982446073
2026-05-14 11:01:36,1,"7°10'00.64""S 107°24'04.92""E",2201.98,398.8584,137.7501,20.103527,87.91797,-78.17562,11.931972,True,0.25206935824311344,-0.9677091704819712
2026-05-14 11:01:38,2,"7°09'59.92""S 107°24'13.14""E",2192.38,14.386627,14.085863,24.626196,73.3988,-71.38945,11.197108,True,0.25192860798391836,-0.9677458222484275
2026-05-14 11:01:40,1,"7°10'00.64""S 107°24'04.92""E",2201.98,425.20767,146.8772,19.479315,79.779335,-60.52794,10.211983,True,0.25178785239542867,-0.9677824535432009
2026-05-14 11:01:42,2,"7°09'59.92""S 107°24'13.14""E",2192.38,15.062306,16.754736,22.551397,85.18174,-74.99745,12.490984,True,0.2516470914806215,-0.9678190643655165
2026-05-14 11:01:44,1,"7°10'00.64""S 107°24'04.92""E",2201.98,377.31604,131.57199,16.82338,86.05452,-64.81576,11.276293,True,0.25150632524247485,-0.9678556547145997
2026-05-14 11:01:46,2,"7°09'59.92""S 107°24'13.14""E",2192.38,14.972318,18.008463,26.46239,79.531784,-77.73589,10.73674,True,0.251365553683967,-0.9678922245896765
2026-05-14 11:01:48,1,"7°10'00.64""S 107°24'04.92""E",2201.98,373.92435,146.9714,20.454247,99.93815,-83.926,12.525802,True,0.2512247768080754,-0.9679287739899732
2026-05-14 11:01:50,2,"7°09'59.92""S 107°24'13.14""E",2192.38,13.149818,17.167082,21.811186,77.501595,-93.85759,11.829024,True,0.2510839946177781,-0.9679653029147168
2026-05-14 11:01:52,1,"7°10'00.64""S 107°24'04.92""E",2201.98,347.61707,157.53485,21.343676,89.228386,-72.47534,10.764232,True,0.2509432071160526,-0.9680018113631348
2026-05-14 11:01:54,2,"7°09'59.92""S 107°24'13.14""E",2192.38,12.079761,14.567085,23.086897,75.88715,-73.16664,11.230073,True,0.2508024143058777,-0.9680382993344545
2026-05-14 11:01:56,1,"7°10'00.64""S 107°24'04.92""E",2201.98,371.9549,142.84302,19.369303,86.25228,-71.43508,10.581703,True,0.2506616161902321,-0.968074766827904
2026-05-14 11:01:58,2,"7°09'59.92""S 107°24'13.14""E",2192.38,13.569808,15.874584,22.616505,69.900604,-79.59083,10.431737,True,0.25052081277209376,-0.9681112138427121
2026-05-14 11:02:00,1,"7°10'00.64""S 107°24'04.92""E",2201.98,397.2192,128.82587,21.67628,96.598,-80.730286,10.052654,True,0.2503800040544418,-0.9681476403781076
2026-05-14 11:02:02,2,"7°09'59.92""S 107°24'13.14""E",2192.38,11.955573,19.991117,21.587147,78.87709,-78.78075,11.259053,True,0.25023919004025347,-0.9681840464333205
2026-05-14 11:02:04,1,"7°10'00.64""S 107°24'04.92""E",2201.98,410.4298,136.15518,19.04073,83.39695,-79.83772,11.675602,True,0.25009837073250885,-0.9682204320075799
2026-05-14 11:02:06,2,"7°09'59.92""S 107°24'13.14""E",2192.38,11.5421505,16.147833,21.487154,79.17367,-73.361465,13.497292,True,0.24995754613418605,-0.9682567971001166
2026-05-14 11:02:08,1,"7°10'00.64""S 107°24'04.92""E",2201.98,406.54703,139.12898,20.264921,87.349846,-65.76156,11.155116,True,0.24981671624826446,-0.9682931417101611
2026-05-14 11:02:10,2,"7°09'59.92""S 107°24'13.14""E",2192.38,12.666828,16.505455,23.93204,74.417244,-68.875565,11.221674,True,0.24967588107772404,-0.9683294658369445
2026-05-14 11:02:12,1,"7°10'00.64""S 107°24'04.92""E",2201.98,414.31335,137.73276,21.274502,89.30166,-72.62531,10.670492,True,0.24953504062554233,-0.9683657694796987
2026-05-14 11:02:14,2,"7°09'59.92""S 107°24'13.14""E",2192.38,12.79067,14.341951,26.598225,77.32229,-71.053246,12.117219,True,0.2493941948946999,-0.9684020526376554
2026-05-14 11:02:16,1,"7°10'00.64""S 107°24'04.92""E",2201.98,398.898,131.7017,17.130526,93.208916,-69.69222,9.106298,True,0.24925334388817538,-0.9684383153100475
2026-05-14 11:02:18,2,"7°09'59.92""S 107°24'13.14""E",2192.38,12.064184,18.153694,24.211487,71.463,-64.90134,11.508341,True,0.24911248760894877,-0.9684745574961076
2026-05-14 11:02:20,1,"7°10'00.64""S 107°24'04.92""E",2201.98,391.69888,142.94252,19.429567,86.67937,-74.69458,12.152133,True,0.24897162606000056,-0.9685107791950688
2026-05-14 11:02:22,2,"7°09'59.92""S 107°24'13.14""E",2192.38,11.035439,18.286364,24.79302,69.61935,-61.440105,12.093976,True,0.24883075924430972,-0.9685469804061652
2026-05-14 11:02:24,1,"7°10'00.64""S 107°24'04.92""E",2201.98,431.18237,140.44121,18.660322,90.58612,-67.47346,12.052348,True,0.24868988716485524,-0.968583161128631
2026-05-14 11:02:26,2,"7°09'59.92""S 107°24'13.14""E",2192.38,10.382278,14.37766,24.36706,78.57638,-74.97461,10.997302,True,0.24854900982461803,-0.9686193213617008
2026-05-14 11:02:28,1,"7°10'00.64""S 107°24'04.92""E",2201.98,377.14282,151.28746,17.39199,102.77059,-81.623505,9.725341,True,0.2484081272265786,-0.9686554611046096
2026-05-14 11:02:30,2,"7°09'59.92""S 107°24'13.14""E",2192.38,10.509287,15.878685,21.122309,68.37647,-62.916473,12.351616,True,0.24826723937371634,-0.9686915803565931
2026-05-14 11:02:32,1,"7°10'00.64""S 107°24'04.92""E",2201.98,396.69775,161.02155,19.866983,98.81633,-77.30395,11.288313,True,0.24812634626901287,-0.9687276791168867
2026-05-14 11:02:34,2,"7°09'59.92""S 107°24'13.14""E",2192.38,10.659338,14.198599,27.479315,72.5847,-75.16732,12.156149,True,0.24798544791544694,-0.9687637573847275
2026-05-14 11:02:36,1,"7°10'00.64""S 107°24'04.92""E",2201.98,338.8022,144.49106,19.196646,92.6867,-68.79832,10.5309515,True,0.24784454431599992,-0.9687998151593519
2026-05-14 11:02:38,2,"7°09'59.92""S 107°24'13.14""E",2192.38,10.729393,16.107979,26.37586,76.378876,-89.35453,12.290663,True,0.24770363547365298,-0.968835852439997
2026-05-14 11:02:40,1,"7°10'00.64""S 107°24'04.92""E",2201.98,362.86343,150.19238,18.484299,91.02278,-72.76826,10.665901,True,0.24756272139138602,-0.9688718692259007
2026-05-14 11:02:42,2,"7°09'59.92""S 107°24'13.14""E",2192.38,8.579042,16.051558,19.205753,69.698395,-82.60207,11.695213,True,0.2474218020721812,-0.9689078655163009
2026-05-14 11:02:44,1,"7°10'00.64""S 107°24'04.92""E",2201.98,413.04727,159.96446,21.080976,91.271484,-65.53924,10.375291,True,0.24728087751901784,-0.9689438413104365
2026-05-14 11:02:46,2,"7°09'59.92""S 107°24'13.14""E",2192.38,10.472855,15.913102,22.651829,83.51303,-68.247795,12.02147,True,0.2471399477348779,-0.9689797966075463
2026-05-14 11:02:48,1,"7°10'00.64""S 107°24'04.92""E",2201.98,399.587,123.19826,20.210398,83.845406,-68.487495,11.715146,True,0.24699901272274305,-0.9690157314068695
2026-05-14 11:02:50,2,"7°09'59.92""S 107°24'13.14""E",2192.38,9.945768,16.015318,21.785076,81.96636,-76.54676,11.904445,True,0.24685807248559372,-0.9690516457076461
2026-05-14 11:02:52,1,"7°10'00.64""S 107°24'04.92""E",2201.98,376.77936,138.79936,19.38307,97.31419,-71.83214,9.882678,True,0.2467171270264127,-0.9690875395091162
2026-05-14 11:02:54,2,"7°09'59.92""S 107°24'13.14""E",2192.38,8.331068,15.420228,23.901577,71.7439,-76.54112,10.932828,True,0.24657617634817983,-0.969123412810521
2026-05-14 11:02:56,1,"7°10'00.64""S 107°24'04.92""E",2201.98,423.19043,141.03856,19.448767,86.46129,-74.87833,9.850944,True,0.2464352204538776,-0.9691592656111011
2026-05-14 11:02:58,2,"7°09'59.92""S 107°24'13.14""E",2192.38,7.6817946,15.236021,23.72195,69.59643,-60.414707,11.67418,True,0.24629425934648824,-0.9691950979100982
2026-05-14 11:03:00,1,"7°10'00.64""S 107°24'04.92""E",2201.98,312.65805,135.58276,21.565546,80.601845,-75.39059,11.197726,True,0.24615329302899278,-0.9692309097067544
2026-05-14 11:03:02,2,"7°09'59.92""S 107°24'13.14""E",2192.38,7.674093,17.979664,23.488071,65.9891,-74.30259,12.159875,True,0.24601232150437452,-0.969266701000312
2026-05-14 11:03:04,1,"7°10'00.64""S 107°24'04.92""E",2201.98,396.68567,133.50432,19.221775,92.753685,-76.78035,11.491904,True,0.24587134477561384,-0.9693024717900142
2026-05-14 11:03:06,2,"7°09'59.92""S 107°24'13.14""E",2192.38,7.727878,18.039635,26.671001,67.82966,-77.600914,12.407614,True,0.2457303628456938,-0.969338222075104
2026-05-14 11:03:08,1,"7°10'00.64""S 107°24'04.92""E",2201.98,471.71915,135.65747,19.015083,96.41819,-68.54493,11.381046,True,0.2455893757175972,-0.9693739518548251
2026-05-14 11:03:10,2,"7°09'59.92""S 107°24'13.14""E",2192.38,9.068455,16.480808,24.90072,79.985664,-80.45028,12.813179,True,0.24544838339430558,-0.969409661128422
2026-05-14 11:03:12,1,"7°10'00.64""S 107°24'04.92""E",2201.98,446.97656,127.538414,20.851702,84.24881,-75.83383,11.908375,True,0.24530738587880194,-0.9694453498951391
2026-05-14 11:03:14,2,"7°09'59.92""S 107°24'13.14""E",2192.38,8.202677,16.207956,24.392916,86.948555,-71.49991,12.969964,True,0.2451663831740698,-0.969481018154221
2026-05-14 11:03:16,1,"7°10'00.64""S 107°24'04.92""E",2201.98,445.9764,125.535255,21.235481,80.2494,-81.50285,9.982045,True,0.24502537528309024,-0.969516665904914
2026-05-14 11:03:18,2,"7°09'59.92""S 107°24'13.14""E",2192.38,7.5539293,17.389835,22.212786,80.28248,-75.8605,12.982214,True,0.24488436220884735,-0.9695522931464636
2026-05-14 11:03:20,1,"7°10'00.64""S 107°24'04.92""E",2201.98,399.20233,120.94939,21.087257,83.23693,-68.059654,10.519085,True,0.24474334395432334,-0.9695878998781161
2026-05-14 11:03:22,2,"7°09'59.92""S 107°24'13.14""E",2192.38,7.3997126,14.576272,24.298058,73.780304,-80.587395,12.697038,True,0.24460232052250255,-0.9696234860991182
2026-05-14 11:03:24,1,"7°10'00.64""S 107°24'04.92""E",2201.98,364.331,147.33293,21.235216,73.26761,-88.84999,9.712181,True,0.24446129191636648,-0.9696590518087175
2026-05-14 11:03:26,2,"7°09'59.92""S 107°24'13.14""E",2192.38,6.9278846,15.733604,16.459398,64.76842,-72.413,11.846009,True,0.24432025813890015,-0.9696945970061611
2026-05-14 11:03:28,1,"7°10'00.64""S 107°24'04.92""E",2201.98,394.13147,130.68385,18.644846,82.34492,-70.466805,10.078662,True,0.24417921919308533,-0.9697301216906976
2026-05-14 11:03:30,2,"7°09'59.92""S 107°24'13.14""E",2192.38,6.8729615,14.873533,26.584314,78.676285,-83.43116,11.599351,True,0.24403817508190634,-0.9697656258615753
2026-05-14 11:03:32,1,"7°10'00.64""S 107°24'04.92""E",2201.98,337.35242,128.00475,22.055307,87.27971,-69.90217,11.428257,True,0.2438971258083473,-0.969801109518043
2026-05-14 11:03:34,2,"7°09'59.92""S 107°24'13.14""E",2192.38,7.2669744,16.37265,21.451122,75.29245,-70.48058,12.510513,True,0.24375607137539107,-0.9698365726593503
2026-05-14 11:03:36,1,"7°10'00.64""S 107°24'04.92""E",2201.98,398.70877,133.21675,20.20818,94.270256,-70.748695,10.744228,True,0.24361501178602285,-0.9698720152847468
2026-05-14 11:03:38,2,"7°09'59.92""S 107°24'13.14""E",2192.38,5.680877,16.03098,23.455906,76.07642,-64.20894,12.79076,True,0.24347394704322486,-0.9699074373934828
2026-05-14 11:03:40,1,"7°10'00.64""S 107°24'04.92""E",2201.98,360.307,137.02705,19.583687,97.43446,-68.339516,9.210619,True,0.24333287714998206,-0.9699428389848094
2026-05-14 11:03:42,2,"7°09'59.92""S 107°24'13.14""E",2192.38,6.11937,17.686186,22.73764,77.35939,-61.432926,11.435712,True,0.24319180210927904,-0.969978220057977
2026-05-14 11:03:44,1,"7°10'00.64""S 107°24'04.92""E",2201.98,392.63153,146.88321,18.625584,84.8193,-80.80604,10.606988,True,0.2430507219240993,-0.9700135806122377
2026-05-14 11:03:46,2,"7°09'59.92""S 107°24'13.14""E",2192.38,6.3544602,14.883875,21.150234,74.14407,-79.21328,11.477284,True,0.24290963659742845,-0.9700489206468431
2026-05-14 11:03:48,1,"7°10'00.64""S 107°24'04.92""E",2201.98,409.11365,149.71115,19.838646,84.334984,-63.895573,9.46414,True,0.24276854613224938,-0.970084240161046
2026-05-14 11:03:50,2,"7°09'59.92""S 107°24'13.14""E",2192.38,6.936638,14.556866,23.236708,60.11346,-80.23789,12.310153,True,0.2426274505315475,-0.970119539154099
2026-05-14 11:03:52,1,"7°10'00.64""S 107°24'04.92""E",2201.98,411.25757,137.38959,22.895779,99.54204,-74.82475,10.144402,True,0.24248634979830802,-0.9701548176252555
2026-05-14 11:03:54,2,"7°09'59.92""S 107°24'13.14""E",2192.38,6.406164,15.355761,22.845013,77.21284,-82.12015,11.8093605,True,0.2423452439355149,-0.9701900755737691
2026-05-14 11:03:56,1,"7°10'00.64""S 107°24'04.92""E",2201.98,441.43265,143.53146,20.186089,91.087425,-86.2176,11.054093,True,0.24220413294615442,-0.9702253129988938
2026-05-14 11:03:58,2,"7°09'59.92""S 107°24'13.14""E",2192.38,5.658773,15.567351,17.772661,79.28012,-77.71313,12.700043,True,0.24206301683320988,-0.9702605298998848
2026-05-14 11:04:00,1,"7°10'00.64""S 107°24'04.92""E",2201.98,370.05756,152.41605,17.220661,93.920166,-73.247,10.594031,True,0.24192189559966817,-0.9702957262759964
2026-05-14 11:04:02,2,"7°09'59.92""S 107°24'13.14""E",2192.38,6.202803,15.536994,20.495352,69.76374,-62.77654,13.114626,True,0.24178076924851286,-0.9703309021264845
2026-05-14 11:04:04,1,"7°10'00.64""S 107°24'04.92""E",2201.98,349.1288,130.53815,19.575132,90.12652,-88.02534,11.134666,True,0.24163963778273018,-0.970366057450605
2026-05-14 11:04:06,2,"7°09'59.92""S 107°24'13.14""E",2192.38,5.4941015,16.191189,23.983826,70.867905,-74.02764,12.886449,True,0.24149850120530608,-0.970401192247614
2026-05-14 11:04:08,1,"7°10'00.64""S 107°24'04.92""E",2201.98,386.38266,129.27739,24.280796,72.576096,-61.41382,9.867704,True,0.2413573595192257,-0.9704363065167684
2026-05-14 11:04:10,2,"7°09'59.92""S 107°24'13.14""E",2192.38,6.4427047,15.829398,23.725292,77.80973,-73.21212,13.462116,True,0.24121621272747482,-0.9704714002573253
2026-05-14 11:04:12,1,"7°10'00.64""S 107°24'04.92""E",2201.98,432.49484,136.09344,22.56608,87.80004,-73.35995,8.811842,True,0.24107506083303873,-0.9705064734685425
2026-05-14 11:04:14,2,"7°09'59.92""S 107°24'13.14""E",2192.38,5.7501183,18.909426,25.710167,74.05684,-74.63436,12.064395,True,0.2409339038389038,-0.9705415261496778
2026-05-14 11:04:16,1,"7°10'00.64""S 107°24'04.92""E",2201.98,410.8998,126.013466,21.310005,79.32866,-68.21705,10.2327585,True,0.2407927417480566,-0.9705765582999899
2026-05-14 11:04:18,2,"7°09'59.92""S 107°24'13.14""E",2192.38,5.715778,16.716877,22.005583,71.02081,-75.59354,12.862994,True,0.2406515745634827,-0.9706115699187376
2026-05-14 11:04:20,1,"7°10'00.64""S 107°24'04.92""E",2201.98,367.7321,157.6584,22.091194,94.319984,-74.33658,10.358782,True,0.24051040228816845,-0.9706465610051804
2026-05-14 11:04:22,2,"7°09'59.92""S 107°24'13.14""E",2192.38,5.450574,17.330193,23.353863,76.249695,-69.87321,13.55206,True,0.24036922492510013,-0.970681531558578
2026-05-14 11:04:24,1,"7°10'00.64""S 107°24'04.92""E",2201.98,420.74808,152.93832,20.89417,94.680176,-71.83656,10.19625,True,0.24022804247726426,-0.9707164815781907
2026-05-14 11:04:26,2,"7°09'59.92""S 107°24'13.14""E",2192.38,4.6905675,17.069946,25.847206,68.58785,-68.59673,12.287459,True,0.24008685494764698,-0.9707514110632791
2026-05-14 11:04:28,1,"7°10'00.64""S 107°24'04.92""E",2201.98,417.15152,143.39674,21.25597,83.01823,-64.12095,12.012016,True,0.23994566233923537,-0.9707863200131045
2026-05-14 11:04:30,2,"7°09'59.92""S 107°24'13.14""E",2192.38,4.9919786,15.727145,26.612633,70.4703,-72.27366,12.030079,True,0.2398044646550171,-0.970821208426928
2026-05-14 11:04:32,1,"7°10'00.64""S 107°24'04.92""E",2201.98,351.73407,132.3268,20.107718,89.43597,-59.92479,10.442933,True,0.23966326189797732,-0.9708560763040119
2026-05-14 11:04:34,2,"7°09'59.92""S 107°24'13.14""E",2192.38,5.107966,15.907034,22.60776,74.74769,-80.490715,12.811162,True,0.23952205407110436,-0.9708909236436186
2026-05-14 11:04:36,1,"7°10'00.64""S 107°24'04.92""E",2201.98,382.76938,155.562,19.510675,90.32685,-75.37376,11.870306,True,0.23938084117738442,-0.9709257504450111
2026-05-14 11:04:38,2,"7°09'59.92""S 107°24'13.14""E",2192.38,5.249759,14.369427,22.823874,78.15509,-68.14331,13.122824,True,0.2392396232198052,-0.9709605567074523
2026-05-14 11:04:40,1,"7°10'00.64""S 107°24'04.92""E",2201.98,434.0506,143.96298,24.91701,98.27471,-74.23485,11.061374,True,0.2390984002013544,-0.970995342430206
2026-05-14 11:04:42,2,"7°09'59.92""S 107°24'13.14""E",2192.38,4.6257663,17.92045,23.74258,79.8257,-63.995274,11.177027,True,0.23895717212501905,-0.9710301076125364
2026-05-14 11:04:44,1,"7°10'00.64""S 107°24'04.92""E",2201.98,376.44513,139.21585,21.500055,90.316315,-82.4057,10.212981,True,0.23881593899378667,-0.9710648522537081
2026-05-14 11:04:46,2,"7°09'59.92""S 107°24'13.14""E",2192.38,4.6874623,14.342179,21.997976,76.19538,-79.990585,11.687932,True,0.23867470081064449,-0.9710995763529863
2026-05-14 11:04:48,1,"7°10'00.64""S 107°24'04.92""E",2201.98,438.49417,151.27165,20.881233,102.23797,-76.89479,9.212211,True,0.2385334575785807,-0.9711342799096361
2026-05-14 11:04:50,2,"7°09'59.92""S 107°24'13.14""E",2192.38,5.2855353,14.757232,22.946138,74.084694,-73.165054,12.667664,True,0.23839220930058352,-0.9711689629229235
2026-05-14 11:04:52,1,"7°10'00.64""S 107°24'04.92""E",2201.98,390.72726,138.23578,18.12862,91.316605,-71.07997,11.183287,True,0.2382509559796406,-0.9712036253921148
2026-05-14 11:04:54,2,"7°09'59.92""S 107°24'13.14""E",2192.38,5.303263,15.396732,25.454432,75.98086,-82.51406,13.974708,True,0.2381096976187399,-0.9712382673164769
2026-05-14 11:04:56,1,"7°10'00.64""S 107°24'04.92""E",2201.98,401.96844,115.96919,21.832428,82.1972,-76.461235,9.035945,True,0.23796843422086925,-0.971272888695277
