timestamp,node_id,SO2,H2S,Temp_C,Humidity_pct,RSSI_dBm,SNR_dB,ack_success,location,elevation_m,hour_sin,hour_cos,Wind_kph,calculated_pressure_hPa,inversion_multiplier
2026-05-14 11:00:38,56,31.0,19.0,19.96,84.15,-73.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25614878413663544,-0.966637367571378,,,
2026-05-14 11:00:40,76,434.0,180.0,19.41,88.14,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25600818972170564,-0.966674612677614,,,
2026-05-14 11:00:42,56,28.0,19.0,19.99,84.15,-74.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2558675898911823,-0.9667118373348274,,,
2026-05-14 11:00:44,76,440.0,177.0,19.41,88.14,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2557269846480391,-0.9667490415422306,,,
2026-05-14 11:00:46,56,28.0,19.0,19.99,84.15,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2555863739952505,-0.9667862252990368,,,
2026-05-14 11:00:48,76,440.0,177.0,19.38,88.64,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25544575793579055,-0.9668233886044594,,,
2026-05-14 11:00:50,56,23.0,19.0,19.99,84.15,-73.0,12.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25530513647263425,-0.9668605314577121,,,
2026-05-14 11:00:52,76,440.0,190.0,19.38,88.64,-74.0,11.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2551645096087567,-0.9668976538580093,,,
2026-05-14 11:00:54,56,23.0,19.0,19.99,84.15,-73.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25502387734713233,-0.9669347558045656,,,
2026-05-14 11:00:56,76,468.0,190.0,19.38,88.64,-76.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25488323969073606,-0.9669718372965961,,,
2026-05-14 11:00:58,56,23.0,19.0,19.99,84.15,-75.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2547425966425425,-0.9670088983333167,,,
2026-05-14 11:01:00,76,468.0,226.0,19.38,88.64,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2546019482055273,-0.9670459389139432,,,
2026-05-14 11:01:02,56,20.0,19.0,20.03,83.55,-75.0,12.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.254461294382666,-0.9670829590376919,,,
2026-05-14 11:01:04,76,550.0,226.0,19.38,88.64,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25432063517693376,-0.9671199587037799,,,
2026-05-14 11:01:06,56,20.0,19.0,20.03,83.55,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.254179970591306,-0.9671569379114244,,,
2026-05-14 11:01:08,76,550.0,243.0,19.35,92.0,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25403930062875785,-0.9671938966598432,,,
2026-05-14 11:01:10,56,18.0,19.0,20.03,83.55,-77.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25389862529226553,-0.9672308349482546,,,
2026-05-14 11:01:12,76,550.0,243.0,19.35,92.0,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25375794458480533,-0.9672677527758768,,,
2026-05-14 11:01:14,56,18.0,19.0,20.03,83.55,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25361725850935274,-0.9673046501419292,,,
2026-05-14 11:01:16,76,618.0,226.0,19.35,92.0,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2534765670688839,-0.9673415270456311,,,
2026-05-14 11:01:18,56,18.0,19.0,20.03,83.55,-79.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25333587026637444,-0.9673783834862028,,,
2026-05-14 11:01:20,76,618.0,226.0,19.35,92.0,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2531951681048012,-0.9674152194628641,,,
2026-05-14 11:01:22,56,18.0,19.0,20.07,84.35,-78.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25305446058714137,-0.9674520349748358,,,
2026-05-14 11:01:24,76,592.0,211.0,19.35,92.0,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2529137477163699,-0.9674888300213396,,,
2026-05-14 11:01:26,56,18.0,19.0,20.07,84.35,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25277302949546493,-0.9675256046015965,,,
2026-05-14 11:01:28,76,592.0,211.0,19.26,89.49,-76.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25263230592740166,-0.9675623587148292,,,
2026-05-14 11:01:30,56,18.0,19.0,20.07,84.35,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2524915770151582,-0.9675990923602598,,,
2026-05-14 11:01:32,76,592.0,211.0,19.26,89.49,-77.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2523508427617106,-0.9676358055371114,,,
2026-05-14 11:01:34,56,18.0,19.0,20.07,84.35,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2522101031700365,-0.9676724982446073,,,
2026-05-14 11:01:36,76,544.0,217.0,19.26,89.49,-77.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25206935824311344,-0.9677091704819712,,,
2026-05-14 11:01:38,56,18.0,19.0,20.07,84.35,-75.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25192860798391836,-0.9677458222484275,,,
2026-05-14 11:01:40,76,544.0,217.0,19.26,89.49,-76.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25178785239542867,-0.9677824535432009,,,
2026-05-14 11:01:42,56,18.0,19.0,20.14,84.51,-77.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2516470914806215,-0.9678190643655165,,,
2026-05-14 11:01:44,76,524.0,221.0,19.26,89.49,-76.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25150632524247485,-0.9678556547145997,,,
2026-05-14 11:01:46,56,18.0,19.0,20.14,84.51,-79.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.251365553683967,-0.9678922245896765,,,
2026-05-14 11:01:48,76,524.0,221.0,19.13,88.38,-76.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2512247768080754,-0.9679287739899732,,,
2026-05-14 11:01:50,56,18.0,19.0,20.14,84.51,-79.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2510839946177781,-0.9679653029147168,,,
2026-05-14 11:01:52,76,524.0,219.0,19.13,88.38,-77.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2509432071160526,-0.9680018113631348,,,
2026-05-14 11:01:54,56,15.0,19.0,20.14,84.51,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2508024143058777,-0.9680382993344545,,,
2026-05-14 11:01:56,76,521.0,219.0,19.13,88.38,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2506616161902321,-0.968074766827904,,,
2026-05-14 11:01:58,56,15.0,19.0,20.14,84.51,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25052081277209376,-0.9681112138427121,,,
2026-05-14 11:02:00,76,521.0,204.0,19.13,88.38,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2503800040544418,-0.9681476403781076,,,
2026-05-14 11:02:02,56,15.0,19.0,20.19,84.01,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.25023919004025347,-0.9681840464333205,,,
2026-05-14 11:02:04,76,518.0,204.0,19.13,88.38,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.25009837073250885,-0.9682204320075799,,,
2026-05-14 11:02:06,56,15.0,19.0,20.19,84.01,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24995754613418605,-0.9682567971001166,,,
2026-05-14 11:02:08,76,518.0,175.0,19.08,89.93,-76.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24981671624826446,-0.9682931417101611,,,
2026-05-14 11:02:10,56,15.0,19.0,20.19,84.01,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24967588107772404,-0.9683294658369445,,,
2026-05-14 11:02:12,76,518.0,175.0,19.08,89.93,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24953504062554233,-0.9683657694796987,,,
2026-05-14 11:02:14,56,18.0,19.0,20.19,84.01,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2493941948946999,-0.9684020526376554,,,
2026-05-14 11:02:16,76,510.0,142.0,19.08,89.93,-76.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24925334388817538,-0.9684383153100475,,,
2026-05-14 11:02:18,56,18.0,19.0,20.19,84.01,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24911248760894877,-0.9684745574961076,,,
2026-05-14 11:02:20,76,510.0,142.0,19.08,89.93,-77.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24897162606000056,-0.9685107791950688,,,
2026-05-14 11:02:22,56,28.0,19.0,20.21,85.52,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24883075924430972,-0.9685469804061652,,,
2026-05-14 11:02:24,76,510.0,126.0,19.08,89.93,-77.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24868988716485524,-0.968583161128631,,,
2026-05-14 11:02:26,56,28.0,22.0,20.21,85.52,-79.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24854900982461803,-0.9686193213617008,,,
2026-05-14 11:02:28,76,442.0,126.0,18.88,90.77,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2484081272265786,-0.9686554611046096,,,
2026-05-14 11:02:30,56,28.0,22.0,20.21,85.52,-77.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24826723937371634,-0.9686915803565931,,,
2026-05-14 11:02:32,76,442.0,124.0,18.88,90.77,-75.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24812634626901287,-0.9687276791168867,,,
2026-05-14 11:02:34,56,41.0,25.0,20.21,85.52,-73.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24798544791544694,-0.9687637573847275,,,
2026-05-14 11:02:36,76,382.0,124.0,18.88,90.77,-74.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24784454431599992,-0.9687998151593519,,,
2026-05-14 11:02:38,56,41.0,25.0,20.21,85.52,-76.0,10.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24770363547365298,-0.968835852439997,,,
2026-05-14 11:02:40,76,382.0,124.0,18.88,90.77,-75.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24756272139138602,-0.9688718692259007,,,
2026-05-14 11:02:42,56,41.0,28.0,20.26,85.92,-75.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2474218020721812,-0.9689078655163009,,,
2026-05-14 11:02:44,76,382.0,112.0,18.88,90.77,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24728087751901784,-0.9689438413104365,,,
2026-05-14 11:02:46,56,52.0,28.0,20.26,85.92,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2471399477348779,-0.9689797966075463,,,
2026-05-14 11:02:48,76,345.0,112.0,18.76,90.98,-76.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24699901272274305,-0.9690157314068695,,,
2026-05-14 11:02:50,56,52.0,30.0,20.26,85.92,-74.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24685807248559372,-0.9690516457076461,,,
2026-05-14 11:02:52,76,345.0,106.0,18.76,90.98,-77.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2467171270264127,-0.9690875395091162,,,
2026-05-14 11:02:54,56,65.0,30.0,20.26,85.92,-75.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24657617634817983,-0.969123412810521,,,
2026-05-14 11:02:56,76,319.0,106.0,18.76,90.98,-77.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2464352204538776,-0.9691592656111011,,,
2026-05-14 11:02:58,56,65.0,33.0,20.26,85.92,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24629425934648824,-0.9691950979100982,,,
2026-05-14 11:03:00,76,319.0,105.0,18.76,90.98,-76.0,10.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24615329302899278,-0.9692309097067544,,,
2026-05-14 11:03:02,56,65.0,33.0,20.32,85.01,-74.0,11.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24601232150437452,-0.969266701000312,,,
2026-05-14 11:03:04,76,319.0,105.0,18.76,90.98,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24587134477561384,-0.9693024717900142,,,
2026-05-14 11:03:06,56,73.0,33.0,20.32,85.01,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2457303628456938,-0.969338222075104,,,
2026-05-14 11:03:08,76,301.0,105.0,18.75,91.18,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2455893757175972,-0.9693739518548251,,,
2026-05-14 11:03:10,56,73.0,33.0,20.32,85.01,-77.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24544838339430558,-0.969409661128422,,,
2026-05-14 11:03:12,76,301.0,105.0,18.75,91.18,-74.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24530738587880194,-0.9694453498951391,,,
2026-05-14 11:03:14,56,78.0,33.0,20.32,85.01,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2451663831740698,-0.969481018154221,,,
2026-05-14 11:03:16,76,293.0,92.0,18.75,91.18,-75.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24502537528309024,-0.969516665904914,,,
2026-05-14 11:03:18,56,78.0,36.0,20.32,85.01,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24488436220884735,-0.9695522931464636,,,
2026-05-14 11:03:20,76,293.0,92.0,18.75,91.18,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24474334395432334,-0.9695878998781161,,,
2026-05-14 11:03:22,56,78.0,36.0,20.34,84.68,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24460232052250255,-0.9696234860991182,,,
2026-05-14 11:03:24,76,293.0,77.0,18.75,91.18,-75.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24446129191636648,-0.9696590518087175,,,
2026-05-14 11:03:26,56,89.0,36.0,20.34,84.68,-77.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24432025813890015,-0.9696945970061611,,,
2026-05-14 11:03:28,76,272.0,77.0,18.81,90.77,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24417921919308533,-0.9697301216906976,,,
2026-05-14 11:03:30,56,89.0,36.0,20.34,84.68,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24403817508190634,-0.9697656258615753,,,
2026-05-14 11:03:32,76,272.0,63.0,18.81,90.77,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2438971258083473,-0.969801109518043,,,
2026-05-14 11:03:34,56,89.0,36.0,20.34,84.68,-76.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24375607137539107,-0.9698365726593503,,,
2026-05-14 11:03:36,76,233.0,63.0,18.81,90.77,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24361501178602285,-0.9698720152847468,,,
2026-05-14 11:03:38,56,89.0,36.0,20.34,84.68,-75.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24347394704322486,-0.9699074373934828,,,
2026-05-14 11:03:40,76,233.0,63.0,18.81,90.77,-75.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24333287714998206,-0.9699428389848094,,,
2026-05-14 11:03:42,56,89.0,33.0,20.33,83.57,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24319180210927904,-0.969978220057977,,,
2026-05-14 11:03:44,76,233.0,57.0,18.81,90.77,-76.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2430507219240993,-0.9700135806122377,,,
2026-05-14 11:03:46,56,86.0,33.0,20.33,83.57,-78.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24290963659742845,-0.9700489206468431,,,
2026-05-14 11:03:48,76,199.0,57.0,18.81,91.18,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24276854613224938,-0.970084240161046,,,
2026-05-14 11:03:50,56,86.0,30.0,20.33,83.57,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2426274505315475,-0.970119539154099,,,
2026-05-14 11:03:52,76,199.0,56.0,18.81,91.18,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24248634979830802,-0.9701548176252555,,,
2026-05-14 11:03:54,56,86.0,30.0,20.33,83.57,-76.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2423452439355149,-0.9701900755737691,,,
2026-05-14 11:03:56,76,188.0,60.0,18.81,91.18,-75.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24220413294615442,-0.9702253129988938,,,
2026-05-14 11:03:58,56,75.0,28.0,20.26,83.11,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24206301683320988,-0.9702605298998848,,,
2026-05-14 11:04:00,76,212.0,75.0,18.86,94.3,-74.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24192189559966817,-0.9702957262759964,,,
2026-05-14 11:04:02,56,65.0,28.0,20.26,83.11,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24178076924851286,-0.9703309021264845,,,
2026-05-14 11:04:04,76,212.0,75.0,18.86,94.3,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24163963778273018,-0.970366057450605,,,
2026-05-14 11:04:06,56,65.0,25.0,20.26,83.11,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24149850120530608,-0.970401192247614,,,
2026-05-14 11:04:08,76,256.0,95.0,18.86,94.3,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2413573595192257,-0.9704363065167684,,,
2026-05-14 11:04:10,56,55.0,25.0,20.26,83.41,-77.0,11.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24121621272747482,-0.9704714002573253,,,
2026-05-14 11:04:12,76,256.0,112.0,18.86,94.3,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24107506083303873,-0.9705064734685425,,,
2026-05-14 11:04:14,56,47.0,25.0,20.26,83.41,-77.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2409339038389038,-0.9705415261496778,,,
2026-05-14 11:04:16,76,296.0,121.0,18.76,94.9,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2407927417480566,-0.9705765582999899,,,
2026-05-14 11:04:18,56,47.0,22.0,20.26,83.41,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2406515745634827,-0.9706115699187376,,,
2026-05-14 11:04:20,76,327.0,128.0,18.76,94.9,-75.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24051040228816845,-0.9706465610051804,,,
2026-05-14 11:04:22,56,39.0,22.0,20.3,83.31,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24036922492510013,-0.970681531558578,,,
2026-05-14 11:04:24,56,31.0,22.0,20.3,83.31,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.24022804247726426,-0.9707164815781907,,,
2026-05-14 11:04:26,76,345.0,133.0,18.69,93.89,-75.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.24008685494764698,-0.9707514110632791,,,
2026-05-14 11:04:28,56,31.0,22.0,20.3,83.31,-75.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.23994566233923537,-0.9707863200131045,,,
2026-05-14 11:04:30,76,400.0,161.0,18.69,93.89,-71.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2398044646550171,-0.970821208426928,,,
2026-05-14 11:04:32,56,20.0,19.0,20.34,83.27,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.23966326189797732,-0.9708560763040119,,,
2026-05-14 11:04:34,76,455.0,170.0,18.65,95.75,-72.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.23952205407110436,-0.9708909236436186,,,
2026-05-14 11:04:36,56,20.0,19.0,20.34,83.27,-76.0,11.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.23938084117738442,-0.9709257504450111,,,
2026-05-14 11:04:38,76,455.0,168.0,18.65,95.75,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2392396232198052,-0.9709605567074523,,,
2026-05-14 11:04:40,56,20.0,19.0,20.34,83.27,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2390984002013544,-0.970995342430206,,,
2026-05-14 11:04:42,76,484.0,168.0,18.65,95.75,-73.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.23895717212501905,-0.9710301076125364,,,
2026-05-14 11:04:44,56,20.0,19.0,20.39,83.77,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.23881593899378667,-0.9710648522537081,,,
2026-05-14 11:04:46,76,484.0,155.0,18.65,95.75,-74.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.23867470081064449,-0.9710995763529863,,,
2026-05-14 11:04:48,56,20.0,19.0,20.39,83.77,-74.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2385334575785807,-0.9711342799096361,,,
2026-05-14 11:04:50,76,484.0,155.0,18.56,94.54,-74.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.23839220930058352,-0.9711689629229235,,,
2026-05-14 11:04:52,56,23.0,19.0,20.39,83.77,-76.0,10.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.2382509559796406,-0.9712036253921148,,,
2026-05-14 11:04:54,76,474.0,148.0,18.56,94.54,-74.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2381096976187399,-0.9712382673164769,,,
2026-05-14 11:04:56,56,23.0,22.0,20.39,83.77,-76.0,10.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.23796843422086925,-0.971272888695277,,,
2026-05-14 11:04:58,76,474.0,148.0,18.56,94.54,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.23782716578901733,-0.9713074895277825,,,
2026-05-14 11:05:00,56,23.0,22.0,20.39,83.77,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.23768589232617293,-0.9713420698132614,,,
2026-05-14 11:05:02,76,434.0,142.0,18.56,94.54,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98,0.2375446138353242,-0.9713766295509825,,,
2026-05-14 11:05:04,56,23.0,22.0,20.4,82.77,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38,0.23740333031945962,-0.9714111687402145,,,
