timestamp,node_id,SO2,H2S,Temp_C,Humidity_pct,RSSI_dBm,SNR_dB,ack_success,location,elevation_m
2026-05-14 11:01:34,56,18.0,19.0,20.07,84.35,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:01:36,76,544.0,217.0,19.26,89.49,-77.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:01:38,56,18.0,19.0,20.07,84.35,-75.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:01:40,76,544.0,217.0,19.26,89.49,-76.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:01:42,56,18.0,19.0,20.14,84.51,-77.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:01:44,76,524.0,221.0,19.26,89.49,-76.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:01:46,56,18.0,19.0,20.14,84.51,-79.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:01:48,76,524.0,221.0,19.13,88.38,-76.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:01:50,56,18.0,19.0,20.14,84.51,-79.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:01:52,76,524.0,219.0,19.13,88.38,-77.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:01:54,56,15.0,19.0,20.14,84.51,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:01:56,76,521.0,219.0,19.13,88.38,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:01:58,56,15.0,19.0,20.14,84.51,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:00,76,521.0,204.0,19.13,88.38,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:02,56,15.0,19.0,20.19,84.01,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:04,76,518.0,204.0,19.13,88.38,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:06,56,15.0,19.0,20.19,84.01,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:08,76,518.0,175.0,19.08,89.93,-76.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:10,56,15.0,19.0,20.19,84.01,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:12,76,518.0,175.0,19.08,89.93,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:14,56,18.0,19.0,20.19,84.01,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:16,76,510.0,142.0,19.08,89.93,-76.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:18,56,18.0,19.0,20.19,84.01,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:20,76,510.0,142.0,19.08,89.93,-77.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:22,56,28.0,19.0,20.21,85.52,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:24,76,510.0,126.0,19.08,89.93,-77.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:26,56,28.0,22.0,20.21,85.52,-79.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:28,76,442.0,126.0,18.88,90.77,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:30,56,28.0,22.0,20.21,85.52,-77.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:32,76,442.0,124.0,18.88,90.77,-75.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:34,56,41.0,25.0,20.21,85.52,-73.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:36,76,382.0,124.0,18.88,90.77,-74.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:38,56,41.0,25.0,20.21,85.52,-76.0,10.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:40,76,382.0,124.0,18.88,90.77,-75.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:42,56,41.0,28.0,20.26,85.92,-75.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:44,76,382.0,112.0,18.88,90.77,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:46,56,52.0,28.0,20.26,85.92,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:48,76,345.0,112.0,18.76,90.98,-76.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:50,56,52.0,30.0,20.26,85.92,-74.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:52,76,345.0,106.0,18.76,90.98,-77.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:54,56,65.0,30.0,20.26,85.92,-75.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:02:56,76,319.0,106.0,18.76,90.98,-77.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:02:58,56,65.0,33.0,20.26,85.92,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:00,76,319.0,105.0,18.76,90.98,-76.0,10.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:02,56,65.0,33.0,20.32,85.01,-74.0,11.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:04,76,319.0,105.0,18.76,90.98,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:06,56,73.0,33.0,20.32,85.01,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:08,76,301.0,105.0,18.75,91.18,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:10,56,73.0,33.0,20.32,85.01,-77.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:12,76,301.0,105.0,18.75,91.18,-74.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:14,56,78.0,33.0,20.32,85.01,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:16,76,293.0,92.0,18.75,91.18,-75.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:18,56,78.0,36.0,20.32,85.01,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:20,76,293.0,92.0,18.75,91.18,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:22,56,78.0,36.0,20.34,84.68,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:24,76,293.0,77.0,18.75,91.18,-75.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:26,56,89.0,36.0,20.34,84.68,-77.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:28,76,272.0,77.0,18.81,90.77,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:30,56,89.0,36.0,20.34,84.68,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:32,76,272.0,63.0,18.81,90.77,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:34,56,89.0,36.0,20.34,84.68,-76.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:36,76,233.0,63.0,18.81,90.77,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:38,56,89.0,36.0,20.34,84.68,-75.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:40,76,233.0,63.0,18.81,90.77,-75.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:42,56,89.0,33.0,20.33,83.57,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:44,76,233.0,57.0,18.81,90.77,-76.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:46,56,86.0,33.0,20.33,83.57,-78.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:48,76,199.0,57.0,18.81,91.18,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:50,56,86.0,30.0,20.33,83.57,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:52,76,199.0,56.0,18.81,91.18,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:54,56,86.0,30.0,20.33,83.57,-76.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:03:56,76,188.0,60.0,18.81,91.18,-75.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:03:58,56,75.0,28.0,20.26,83.11,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:00,76,212.0,75.0,18.86,94.3,-74.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:02,56,65.0,28.0,20.26,83.11,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:04,76,212.0,75.0,18.86,94.3,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:06,56,65.0,25.0,20.26,83.11,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:08,76,256.0,95.0,18.86,94.3,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:10,56,55.0,25.0,20.26,83.41,-77.0,11.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:12,76,256.0,112.0,18.86,94.3,-76.0,10.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:14,56,47.0,25.0,20.26,83.41,-77.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:16,76,296.0,121.0,18.76,94.9,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:18,56,47.0,22.0,20.26,83.41,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:20,76,327.0,128.0,18.76,94.9,-75.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:22,56,39.0,22.0,20.3,83.31,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:24,56,31.0,22.0,20.3,83.31,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:26,76,345.0,133.0,18.69,93.89,-75.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:28,56,31.0,22.0,20.3,83.31,-75.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:30,76,400.0,161.0,18.69,93.89,-71.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:32,56,20.0,19.0,20.34,83.27,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:34,76,455.0,170.0,18.65,95.75,-72.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:36,56,20.0,19.0,20.34,83.27,-76.0,11.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:38,76,455.0,168.0,18.65,95.75,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:40,56,20.0,19.0,20.34,83.27,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:42,76,484.0,168.0,18.65,95.75,-73.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:44,56,20.0,19.0,20.39,83.77,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:46,76,484.0,155.0,18.65,95.75,-74.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:48,56,20.0,19.0,20.39,83.77,-74.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:50,76,484.0,155.0,18.56,94.54,-74.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:52,56,23.0,19.0,20.39,83.77,-76.0,10.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:54,76,474.0,148.0,18.56,94.54,-74.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:04:56,56,23.0,22.0,20.39,83.77,-76.0,10.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:04:58,76,474.0,148.0,18.56,94.54,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:00,56,23.0,22.0,20.39,83.77,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:02,76,434.0,142.0,18.56,94.54,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:04,56,23.0,22.0,20.4,82.77,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:06,76,434.0,142.0,18.56,94.54,-76.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:08,56,23.0,22.0,20.4,82.77,-74.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:10,76,434.0,142.0,18.54,95.25,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:12,56,23.0,19.0,20.4,82.77,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:14,76,406.0,142.0,18.54,95.25,-74.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:16,56,23.0,19.0,20.4,82.77,-74.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:18,76,406.0,142.0,18.54,95.25,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:20,56,23.0,19.0,20.4,82.77,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:22,76,395.0,145.0,18.54,95.25,-74.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:24,56,23.0,19.0,20.43,82.07,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:26,76,395.0,145.0,18.54,95.25,-74.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:28,56,23.0,19.0,20.43,82.07,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:30,76,395.0,124.0,18.56,95.95,-74.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:32,56,20.0,19.0,20.43,82.07,-75.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:34,76,398.0,124.0,18.56,95.95,-74.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:36,56,20.0,19.0,20.43,82.07,-76.0,10.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:38,76,398.0,112.0,18.56,95.95,-74.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:40,56,20.0,19.0,20.43,82.07,-79.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:42,76,374.0,112.0,18.56,95.95,-74.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:44,56,20.0,19.0,20.46,81.97,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:46,76,374.0,106.0,18.56,95.95,-74.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:48,56,20.0,19.0,20.46,81.97,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:50,76,374.0,106.0,18.54,96.26,-74.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:52,56,20.0,19.0,20.46,81.97,-76.0,10.75,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:54,76,348.0,105.0,18.54,96.26,-73.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:05:56,56,18.0,18.0,20.46,81.97,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:05:58,76,348.0,105.0,18.54,96.26,-73.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:00,56,18.0,18.0,20.46,81.97,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:02,76,335.0,105.0,18.54,96.26,-75.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:04,56,15.0,18.0,20.49,81.97,-75.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:06,76,335.0,105.0,18.54,96.26,-75.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:08,56,15.0,18.0,20.49,81.97,-76.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:10,76,335.0,106.0,18.5,95.95,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:12,56,15.0,18.0,20.49,81.97,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:14,76,337.0,106.0,18.5,95.95,-75.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:16,56,10.0,18.0,20.49,81.97,-76.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:18,76,337.0,106.0,18.5,95.95,-75.0,11.25,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:20,56,10.0,18.0,20.49,81.97,-78.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:22,76,337.0,106.0,18.5,95.95,-75.0,11.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:24,56,7.0,18.0,20.51,82.37,-77.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:26,76,345.0,106.0,18.5,95.95,-75.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:28,56,7.0,18.0,20.51,82.37,-78.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:30,76,345.0,106.0,18.48,95.75,-75.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:32,56,7.0,18.0,20.51,82.37,-74.0,11.0,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:34,76,356.0,106.0,18.48,95.75,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:36,56,5.0,18.0,20.51,82.37,-77.0,11.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:38,76,356.0,114.0,18.48,95.75,-76.0,10.75,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:40,56,5.0,18.0,20.51,82.37,-74.0,10.25,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:42,76,356.0,114.0,18.48,95.75,-75.0,11.5,True,"7°10'00.64""S 107°24'04.92""E",2201.98
2026-05-14 11:06:44,56,5.0,18.0,20.54,81.67,-74.0,11.5,True,"7°09'59.92""S 107°24'13.14""E",2192.38
2026-05-14 11:06:46,76,364.0,114.0,18.48,95.75,-75.0,11.0,True,"7°10'00.64""S 107°24'04.92""E",2201.98
